stage,game,cell,method,beta,gamma,seed,is_baseline,return_AUC,headline_AUC,return_last200,align_last200,q_abs_max_max,divergence_event_sum
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,3,True,53924.0,53924.0,7.78,0.0,2.8784911339676498,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,6,True,52450.0,52450.0,5.89,0.0,2.71646707114292,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,1,True,53638.0,53638.0,7.95,0.0,2.7859316919991493,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,8,True,53088.0,53088.0,7.34,0.0,2.844307297079043,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,9,True,54398.0,54398.0,7.83,0.0,2.8694637255341973,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,0,True,52486.0,52486.0,7.31,0.0,2.7648925343251824,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.8,7,True,52996.0,52996.0,7.5,0.0,2.7002603421198574,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,2,True,55770.0,55770.0,7.39,0.0,2.803439510646891,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,5,True,56628.0,56628.0,7.7,0.0,2.8986210111822164,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,4,True,55668.0,55668.0,7.45,0.0,2.7367505102965044,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,3,True,56380.0,56380.0,7.71,0.0,2.8955823000799996,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,6,True,56232.0,56232.0,7.17,0.0,2.78993560849049,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,1,True,56446.0,56446.0,8.07,0.0,2.802871443337804,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,8,True,56942.0,56942.0,7.82,0.0,2.9277605106579276,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,9,True,57132.0,57132.0,8.2,0.0,2.878121310549571,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,0,True,56574.0,56574.0,7.97,0.0,2.7728593307855007,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.8,7,True,55894.0,55894.0,7.67,0.0,2.753445062305613,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,2,True,70170.0,70170.0,7.72,0.0,4.298366879497646,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,5,True,71112.0,71112.0,7.97,0.0,4.482629244486054,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,4,True,70210.0,70210.0,7.85,0.0,4.27960703959379,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,3,True,70792.0,70792.0,8.03,0.0,4.532291789215031,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,6,True,70026.0,70026.0,7.36,0.0,4.48143487495692,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,1,True,70640.0,70640.0,8.39,0.0,4.40526339061399,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,8,True,70840.0,70840.0,8.15,0.0,4.50826207817154,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,9,True,71642.0,71642.0,8.53,0.0,4.403886988285365,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,0,True,71482.0,71482.0,8.18,0.0,4.390554607889035,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,tuned_epsilon_greedy_Q_learning,,0.9,7,True,70498.0,70498.0,8.03,0.0,4.33135259604858,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,2,True,51866.0,51866.0,6.74,0.0,4.2667868277627905,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,5,True,52632.0,52632.0,6.93,0.0,4.42481476087689,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,4,True,51350.0,51350.0,6.8,0.0,4.1711528357832295,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,3,True,52684.0,52684.0,6.95,0.0,4.430779358520704,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,6,True,52452.0,52452.0,5.97,0.0,4.40593530413496,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,1,True,52020.0,52020.0,7.77,0.0,4.317954726608678,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,8,True,51534.0,51534.0,7.03,0.0,4.310746284850502,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,9,True,53088.0,53088.0,7.79,0.0,4.461833418102925,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,0,True,51560.0,51560.0,7.16,0.0,4.277819706806067,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,restart_Q_learning,,0.9,7,True,52210.0,52210.0,7.68,0.0,4.29381257052871,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,2,True,55488.0,55488.0,7.37,0.0,4.277478394609691,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,5,True,56616.0,56616.0,7.7,0.0,4.50751789804061,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,4,True,55608.0,55608.0,7.43,0.0,4.261172638584523,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,3,True,56272.0,56272.0,7.75,0.0,4.506784726300838,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,6,True,56200.0,56200.0,7.13,0.0,4.442064574400801,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,1,True,56448.0,56448.0,8.03,0.0,4.346006972727547,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,8,True,56824.0,56824.0,7.83,0.0,4.565238209573434,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,9,True,57044.0,57044.0,8.2,0.0,4.522386468870137,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,0,True,56448.0,56448.0,7.97,0.0,4.312054808298212,0
m7_1_stage2_baselines_v2_headline,rules_of_road,RR-StationaryConvention,sliding_window_Q_learning,,0.9,7,True,55784.0,55784.0,7.65,0.0,4.304753020623458,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,2,True,573075.0,573075.0,59.67,0.0,38.49084465548718,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,5,True,571984.0,571984.0,59.655,0.0,38.488511548525864,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,4,True,572900.0,572900.0,59.825,0.0,38.49084465548718,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,3,True,573563.0,573563.0,59.775,0.0,38.49084465548718,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,6,True,573151.0,573151.0,59.785,0.0,38.49084465548718,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,1,True,572665.0,572665.0,59.635,0.0,38.49084465548718,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,8,True,571013.0,571013.0,59.41,0.0,38.4188996486973,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,9,True,571869.0,571869.0,59.535,0.0,38.490734220279386,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,0,True,572651.0,572651.0,59.83,0.0,38.49084465541657,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.95,7,True,571965.0,571965.0,59.605,0.0,38.49048916326595,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,2,True,772788.0,772788.0,94.06,0.0,61.54074233169901,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,5,True,773680.0,773680.0,94.59,0.0,61.669085558197736,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,4,True,785184.0,785184.0,92.505,0.0,61.69548563738967,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,3,True,781332.0,781332.0,94.285,0.0,61.43873642572916,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,6,True,776697.0,776697.0,94.23,0.0,61.54100699532581,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,1,True,771376.0,771376.0,94.305,0.0,61.62876855343073,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,8,True,779183.0,779183.0,93.74,0.0,61.601895428472254,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,9,True,776107.0,776107.0,94.015,0.0,61.68078567331842,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,0,True,779519.0,779519.0,94.19,0.0,61.90193015766416,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.95,7,True,778743.0,778743.0,94.425,0.0,61.71875447600688,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,2,True,524769.0,524769.0,57.36,0.0,38.49083999286953,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,5,True,523922.0,523922.0,57.515,0.0,38.49083354208405,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,4,True,526814.0,526814.0,58.405,0.0,38.49084333521619,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,3,True,526950.0,526950.0,57.425,0.0,38.4908444980262,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,6,True,524873.0,524873.0,57.51,0.0,38.49084463435841,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,1,True,527555.0,527555.0,58.215,0.0,38.49084464130253,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,8,True,525453.0,525453.0,57.705,0.0,38.490844616890634,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,9,True,524054.0,524054.0,57.595,0.0,38.490844646587945,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,0,True,523610.0,523610.0,57.585,0.0,38.49083715741871,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.95,7,True,526447.0,526447.0,57.72,0.0,38.4908444802262,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,2,True,573046.0,573046.0,59.67,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,5,True,573095.0,573095.0,59.805,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,4,True,572937.0,572937.0,59.825,0.0,7.558642894298094,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,3,True,573648.0,573648.0,59.775,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,6,True,573171.0,573171.0,59.785,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,1,True,572802.0,572802.0,59.635,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,8,True,573268.0,573268.0,59.71,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,9,True,572957.0,572957.0,59.7,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,0,True,572987.0,572987.0,59.83,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.6,7,True,573315.0,573315.0,59.725,0.0,7.499725788116985,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,2,True,776921.0,776921.0,93.71,0.0,12.328960875207294,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,5,True,775551.0,775551.0,94.59,0.0,12.340797170641979,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,4,True,784611.0,784611.0,92.505,0.0,12.364401181970331,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,3,True,784549.0,784549.0,94.375,0.0,12.328075655538353,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,6,True,773400.0,773400.0,94.23,0.0,12.345778312075293,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,1,True,781388.0,781388.0,94.355,0.0,12.334554495083681,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,8,True,780887.0,780887.0,94.275,0.0,12.348854325576621,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,9,True,776911.0,776911.0,94.035,0.0,12.34508893455472,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,0,True,782065.0,782065.0,94.035,0.0,12.341947572249602,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.6,7,True,778968.0,778968.0,94.425,0.0,12.34563268427207,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,2,True,524968.0,524968.0,57.36,0.0,8.273192406657937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,5,True,524788.0,524788.0,57.515,0.0,8.559987429372459,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,4,True,526676.0,526676.0,58.405,0.0,8.129672460009846,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,3,True,527219.0,527219.0,57.695,0.0,8.313661191998099,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,6,True,525732.0,525732.0,58.02,0.0,8.93968524303284,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,1,True,527806.0,527806.0,58.32,0.0,8.553858909299656,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,8,True,525826.0,525826.0,57.705,0.0,7.953128225248633,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,9,True,524385.0,524385.0,57.595,0.0,8.099600079240581,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,0,True,524939.0,524939.0,57.765,0.0,8.113332830041452,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.6,7,True,526260.0,526260.0,57.765,0.0,7.928866921013472,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,2,True,573122.0,573122.0,59.67,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,5,True,573060.0,573060.0,59.805,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,4,True,573019.0,573019.0,59.825,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,3,True,573685.0,573685.0,59.775,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,6,True,573212.0,573212.0,59.785,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,1,True,572834.0,572834.0,59.635,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,8,True,573327.0,573327.0,59.71,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,9,True,573045.0,573045.0,59.7,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,0,True,572978.0,572978.0,59.83,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.8,7,True,573207.0,573207.0,59.725,0.0,14.827061774308937,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,2,True,775069.0,775069.0,94.06,0.0,23.952465901071196,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,5,True,772359.0,772359.0,94.59,0.0,23.994146906887558,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,4,True,782462.0,782462.0,92.505,0.0,24.040177320750352,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,3,True,777039.0,777039.0,94.325,0.0,23.938780964787668,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,6,True,775487.0,775487.0,94.23,0.0,23.99195601758286,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,1,True,785316.0,785316.0,94.23,0.0,24.020120186308652,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,8,True,781071.0,781071.0,94.335,0.0,24.014651442596215,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,9,True,775800.0,775800.0,94.015,0.0,24.054279197111363,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,0,True,782289.0,782289.0,94.19,0.0,24.05892829177526,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.8,7,True,775865.0,775865.0,94.425,0.0,23.99141655910391,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,2,True,524957.0,524957.0,57.36,0.0,14.827061423487478,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,5,True,524036.0,524036.0,57.515,0.0,14.827061348774329,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,4,True,526669.0,526669.0,58.405,0.0,14.827061689235444,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,3,True,527142.0,527142.0,57.56,0.0,14.827061764912436,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,6,True,525250.0,525250.0,57.84,0.0,14.980046637966463,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,1,True,527701.0,527701.0,58.215,0.0,15.265707107282452,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,8,True,525785.0,525785.0,57.705,0.0,14.82706177207162,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,9,True,524405.0,524405.0,57.595,0.0,14.992610848776234,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,0,True,524036.0,524036.0,57.57,0.0,14.863502700693575,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.8,7,True,526452.0,526452.0,57.72,0.0,14.827061763643997,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,2,True,573212.0,573212.0,59.67,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,5,True,573096.0,573096.0,59.805,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,4,True,572912.0,572912.0,59.825,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,3,True,573675.0,573675.0,59.775,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,6,True,573169.0,573169.0,59.785,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,1,True,572926.0,572926.0,59.635,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,8,True,573415.0,573415.0,59.71,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,9,True,572998.0,572998.0,59.7,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,0,True,573108.0,573108.0,59.83,0.0,26.352700362282803,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,tuned_epsilon_greedy_Q_learning,,0.9,7,True,571951.0,571951.0,59.605,0.0,26.352381305552402,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,2,True,779937.0,779937.0,94.06,0.0,42.280229644961274,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,5,True,778551.0,778551.0,94.48,0.0,42.315170250448624,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,4,True,781688.0,781688.0,92.505,0.0,42.37484639294477,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,3,True,780711.0,780711.0,94.35,0.0,42.32989600352318,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,6,True,784162.0,784162.0,94.23,0.0,42.44481430901238,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,1,True,776329.0,776329.0,94.28,0.0,42.32208605879463,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,8,True,781021.0,781021.0,93.78,0.0,42.4575515457407,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,9,True,657708.0,657708.0,94.015,0.0,42.407376249084464,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,0,True,782618.0,782618.0,94.09,0.0,42.50957860168663,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,restart_Q_learning,,0.9,7,True,772862.0,772862.0,94.515,0.0,42.317510995895674,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.9,2,True,525081.0,525081.0,57.36,0.0,26.35269843452107,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.9,5,True,524046.0,524046.0,57.515,0.0,26.35269490530651,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.9,4,True,526921.0,526921.0,58.405,0.0,26.352699809624852,0
m7_1_stage2_baselines_v2_headline,asymmetric_coordination,AC-Trap,sliding_window_Q_learning,,0.9,3,True,527048.0,527048.0,57.56,0.0,26.352700293169736,0
